internal_centroids, internal_regions, bbox_precision, bbox_recall, bbox_fscore, avg_iou
True, True, 0.2335094460454691, 0.8093784683684795, 0.36245029821073554, 0.3142690789781603
True, False, 0.2335094460454691, 0.8093784683684795, 0.36245029821073554, 0.3142690789781603
False, True, 0.22564734895191121, 0.8124306326304107, 0.35319662243667066, 0.3145675340849844
False, False, 0.2006488644871475, 0.8923418423973363, 0.3276283618581907, 0.3182273807642016
